16;0.5;0.5;14
916;0;0;10;14;0;0;10
32;12;0;4;14;0;0;4
33;18;0;7;14;0;0;7
34;27;0;7;14;0;0;7
35;36;0;8;14;0;0;8
36;46;0;7;14;0;0;7
37;55;0;8;14;0;0;8
38;65;0;7;14;0;0;7
39;74;0;4;14;0;0;4
40;80;0;5;14;0;0;5
41;87;0;5;14;0;0;5
42;94;0;8;14;0;0;8
43;104;0;7;14;0;0;7
44;113;0;4;14;0;0;4
45;119;0;7;14;0;0;7
46;128;0;4;14;0;0;4
47;134;0;7;14;0;0;7
48;143;0;7;14;0;0;7
49;152;0;7;14;0;0;7
50;161;0;7;14;0;0;7
51;170;0;7;14;0;0;7
52;179;0;7;14;0;0;7
53;188;0;7;14;0;0;7
54;197;0;7;14;0;0;7
55;206;0;7;14;0;0;7
56;215;0;7;14;0;0;7
57;224;0;7;14;0;0;7
58;233;0;5;14;0;0;5
59;240;0;7;14;0;0;7
60;249;0;7;14;0;0;7
61;258;0;7;14;0;0;7
62;267;0;7;14;0;0;7
63;276;0;7;14;0;0;7
64;285;0;7;14;0;0;7
65;294;0;7;14;0;0;7
66;303;0;7;14;0;0;7
67;312;0;7;14;0;0;7
68;321;0;7;14;0;0;7
69;330;0;7;14;0;0;7
70;339;0;7;14;0;0;7
71;348;0;7;14;0;0;7
72;357;0;7;14;0;0;7
73;366;0;7;14;0;0;7
74;375;0;7;14;0;0;7
75;384;0;7;14;0;0;7
76;393;0;7;14;0;0;7
77;402;0;8;14;0;0;8
78;412;0;7;14;0;0;7
79;421;0;7;14;0;0;7
80;430;0;7;14;0;0;7
81;439;0;7;14;0;0;7
82;448;0;7;14;0;0;7
83;457;0;7;14;0;0;7
84;466;0;7;14;0;0;7
85;475;0;7;14;0;0;7
86;484;0;7;14;0;0;7
87;493;0;8;14;0;0;8
88;503;0;7;14;0;0;7
89;512;0;7;14;0;0;7
90;521;0;7;14;0;0;7
91;530;0;5;14;0;0;5
92;537;0;7;14;0;0;7
93;546;0;5;14;0;0;5
94;553;0;7;14;0;0;7
95;562;0;7;14;0;0;7
96;571;0;7;14;0;0;7
97;580;0;7;14;0;0;7
98;589;0;7;14;0;0;7
99;598;0;7;14;0;0;7
100;607;0;7;14;0;0;7
101;616;0;7;14;0;0;7
102;625;0;7;14;0;0;7
103;634;0;7;14;0;0;7
104;643;0;7;14;0;0;7
105;652;0;7;14;0;0;7
106;661;0;7;14;0;0;7
107;670;0;7;14;0;0;7
108;679;0;7;14;0;0;7
109;688;0;8;14;0;0;8
110;698;0;7;14;0;0;7
111;707;0;7;14;0;0;7
112;716;0;7;14;0;0;7
113;725;0;7;14;0;0;7
114;734;0;7;14;0;0;7
115;743;0;7;14;0;0;7
116;752;0;7;14;0;0;7
117;761;0;7;14;0;0;7
118;770;0;7;14;0;0;7
119;779;0;8;14;0;0;8
120;789;0;7;14;0;0;7
121;798;0;7;14;0;0;7
122;807;0;7;14;0;0;7
123;816;0;5;14;0;0;5
124;823;0;7;14;0;0;7
125;832;0;5;14;0;0;5
126;839;0;7;14;0;0;7
192;848;0;7;14;0;0;7
194;857;0;7;14;0;0;7
196;866;0;7;14;0;0;7
198;875;0;7;14;0;0;7
199;884;0;7;14;0;0;7
200;893;0;7;14;0;0;7
201;902;0;7;14;0;0;7
202;911;0;7;14;0;0;7
203;920;0;7;14;0;0;7
206;929;0;7;14;0;0;7
207;938;0;7;14;0;0;7
209;947;0;7;14;0;0;7
212;956;0;7;14;0;0;7
214;965;0;7;14;0;0;7
217;974;0;7;14;0;0;7
219;983;0;7;14;0;0;7
220;992;0;7;14;0;0;7
223;0;16;7;14;0;0;7
224;9;16;7;14;0;0;7
225;18;16;7;14;0;0;7
226;27;16;7;14;0;0;7
228;36;16;7;14;0;0;7
230;45;16;8;14;0;0;9
231;55;16;7;14;0;0;7
232;64;16;7;14;0;0;7
233;73;16;7;14;0;0;7
234;82;16;7;14;0;0;7
235;91;16;7;14;0;0;7
238;100;16;7;14;0;0;7
239;109;16;7;14;0;0;7
241;118;16;7;14;0;0;7
244;127;16;7;14;0;0;7
246;136;16;7;14;0;0;7
249;145;16;7;14;0;0;7
250;154;16;7;14;0;0;7
251;163;16;7;14;0;0;7
252;172;16;7;14;0;0;7
305;181;16;7;14;0;0;7
338;190;16;7;14;0;0;7
339;199;16;8;14;0;0;9
183;209;16;14;12;0;0;14